"CENSUS_YEAR","GEO_CODE (POR)","GEO_LEVEL","GEO_NAME","GNR","GNR_LF","DATA_QUALITY_FLAG","ALT_GEO_CODE","DIM: Profile of Health Regions (2247)","Member ID: Profile of Health Regions (2247)","Notes: Profile of Health Regions (2247)","Dim: Sex (3): Member ID: [1]: Total - Sex","Dim: Sex (3): Member ID: [2]: Male","Dim: Sex (3): Member ID: [3]: Female"
2016,"01","0","Canada",4.0,5.1,"20000","01","Hispanic",1461,,11055,5375,5675
2016,"01","0","Canada",4.0,5.1,"20000","01","Honduran",1462,,10650,5230,5415
2016,"01","0","Canada",4.0,5.1,"20000","01","Maya",1463,,6290,3350,2935
2016,"01","0","Canada",4.0,5.1,"20000","01","Mexican",1464,,128485,62890,65595
2016,"01","0","Canada",4.0,5.1,"20000","01","Nicaraguan",1465,,13705,6650,7055
2016,"01","0","Canada",4.0,5.1,"20000","01","Panamanian",1466,,4700,2210,2495
2016,"01","0","Canada",4.0,5.1,"20000","01","Paraguayan",1467,,4325,2165,2160
2016,"01","0","Canada",4.0,5.1,"20000","01","Peruvian",1468,,42145,19640,22505
2016,"01","0","Canada",4.0,5.1,"20000","01","Salvadorean",1469,,66220,32960,33255
2016,"01","0","Canada",4.0,5.1,"20000","01","Uruguayan",1470,,6795,3385,3410
2016,"01","0","Canada",4.0,5.1,"20000","01","Venezuelan",1471,,26345,12220,14125
2016,"01","0","Canada",4.0,5.1,"20000","01","Latin, Central and South American origins, n.i.e.",1472,142,28455,13930,14525
2016,"01","0","Canada",4.0,5.1,"20000","01","African origins",1473,,1067930,539810,528120
2016,"01","0","Canada",4.0,5.1,"20000","01","Central and West African origins",1474,,230110,118040,112065
2016,"01","0","Canada",4.0,5.1,"20000","01","Akan",1475,,1960,1085,870
2016,"01","0","Canada",4.0,5.1,"20000","01","Angolan",1476,,2955,1480,1475
2016,"01","0","Canada",4.0,5.1,"20000","01","Ashanti",1477,,1590,850,735
2016,"01","0","Canada",4.0,5.1,"20000","01","Beninese",1478,,4995,2670,2325
2016,"01","0","Canada",4.0,5.1,"20000","01","Burkinabe",1479,,3150,1670,1485
2016,"01","0","Canada",4.0,5.1,"20000","01","Cameroonian",1480,,24610,12385,12225
2016,"01","0","Canada",4.0,5.1,"20000","01","Chadian",1481,,1840,955,885
2016,"01","0","Canada",4.0,5.1,"20000","01","Congolese",1482,,38365,18925,19445
2016,"01","0","Canada",4.0,5.1,"20000","01","Edo",1483,,1945,1090,850
2016,"01","0","Canada",4.0,5.1,"20000","01","Ewe",1484,,845,470,375
2016,"01","0","Canada",4.0,5.1,"20000","01","Gabonese",1485,,1410,655,750
2016,"01","0","Canada",4.0,5.1,"20000","01","Gambian",1486,,975,495,475
2016,"01","0","Canada",4.0,5.1,"20000","01","Ghanaian",1487,,35495,17720,17775
2016,"01","0","Canada",4.0,5.1,"20000","01","Guinean",1488,,7245,3790,3455
2016,"01","0","Canada",4.0,5.1,"20000","01","Ibo",1489,,5315,2850,2470
2016,"01","0","Canada",4.0,5.1,"20000","01","Ivorian",1490,,10935,5485,5450
2016,"01","0","Canada",4.0,5.1,"20000","01","Liberian",1491,,2490,1125,1360
2016,"01","0","Canada",4.0,5.1,"20000","01","Malian",1492,,4490,2275,2215
2016,"01","0","Canada",4.0,5.1,"20000","01","Malinké",1493,,1125,590,540
2016,"01","0","Canada",4.0,5.1,"20000","01","Nigerian",1494,,51835,27025,24805
2016,"01","0","Canada",4.0,5.1,"20000","01","Peulh",1495,,2440,1275,1165
2016,"01","0","Canada",4.0,5.1,"20000","01","Senegalese",1496,,10175,5500,4670
2016,"01","0","Canada",4.0,5.1,"20000","01","Sierra Leonean",1497,,2620,1330,1290
2016,"01","0","Canada",4.0,5.1,"20000","01","Togolese",1498,,5300,2870,2430
2016,"01","0","Canada",4.0,5.1,"20000","01","Wolof",1499,,840,495,345
2016,"01","0","Canada",4.0,5.1,"20000","01","Yoruba",1500,,9585,5075,4510
2016,"01","0","Canada",4.0,5.1,"20000","01","Central and West African origins, n.i.e.",1501,143,15380,7935,7445
2016,"01","0","Canada",4.0,5.1,"20000","01","North African origins",1502,,355045,185775,169270
2016,"01","0","Canada",4.0,5.1,"20000","01","Algerian",1503,,67330,34755,32575
2016,"01","0","Canada",4.0,5.1,"20000","01","Berber",1504,,37060,19690,17375
2016,"01","0","Canada",4.0,5.1,"20000","01","Coptic",1505,,3535,1855,1675
2016,"01","0","Canada",4.0,5.1,"20000","01","Dinka",1506,,900,500,400
2016,"01","0","Canada",4.0,5.1,"20000","01","Egyptian",1507,,99135,51730,47410
2016,"01","0","Canada",4.0,5.1,"20000","01","Libyan",1508,,7745,4135,3610
2016,"01","0","Canada",4.0,5.1,"20000","01","Maure",1509,,1190,655,535
2016,"01","0","Canada",4.0,5.1,"20000","01","Moroccan",1510,,103945,54005,49945
2016,"01","0","Canada",4.0,5.1,"20000","01","Sudanese",1511,,19960,10320,9640
2016,"01","0","Canada",4.0,5.1,"20000","01","Tunisian",1512,,25650,13985,11665
2016,"01","0","Canada",4.0,5.1,"20000","01","North African origins, n.i.e.",1513,144,6120,3325,2795
2016,"01","0","Canada",4.0,5.1,"20000","01","Southern and East African origins",1514,,260145,128330,131810
2016,"01","0","Canada",4.0,5.1,"20000","01","Afrikaner",1515,,1870,955,915
2016,"01","0","Canada",4.0,5.1,"20000","01","Amhara",1516,,1530,810,715
2016,"01","0","Canada",4.0,5.1,"20000","01","Bantu, n.o.s.",1517,145,3970,2175,1785
2016,"01","0","Canada",4.0,5.1,"20000","01","Burundian",1518,,10990,5405,5580
2016,"01","0","Canada",4.0,5.1,"20000","01","Djiboutian",1519,,1710,790,920
2016,"01","0","Canada",4.0,5.1,"20000","01","Eritrean",1520,,25255,12830,12425
2016,"01","0","Canada",4.0,5.1,"20000","01","Ethiopian",1521,,44060,21680,22380
2016,"01","0","Canada",4.0,5.1,"20000","01","Harari",1522,,660,360,310
2016,"01","0","Canada",4.0,5.1,"20000","01","Kenyan",1523,,10915,5230,5685
2016,"01","0","Canada",4.0,5.1,"20000","01","Malagasy",1524,,4505,2175,2330
2016,"01","0","Canada",4.0,5.1,"20000","01","Mauritian",1525,,9325,4655,4670
2016,"01","0","Canada",4.0,5.1,"20000","01","Oromo",1526,,3350,1750,1605
2016,"01","0","Canada",4.0,5.1,"20000","01","Rwandan",1527,,10775,5065,5705
2016,"01","0","Canada",4.0,5.1,"20000","01","Seychellois",1528,,1285,575,705
2016,"01","0","Canada",4.0,5.1,"20000","01","Somali",1529,,62550,30215,32330
2016,"01","0","Canada",4.0,5.1,"20000","01","South African",1530,,41380,20580,20800
2016,"01","0","Canada",4.0,5.1,"20000","01","Tanzanian",1531,,4710,2400,2315
2016,"01","0","Canada",4.0,5.1,"20000","01","Tigrian",1532,,2155,1160,995
2016,"01","0","Canada",4.0,5.1,"20000","01","Ugandan",1533,,5705,2875,2830
2016,"01","0","Canada",4.0,5.1,"20000","01","Zambian",1534,,1860,940,920
2016,"01","0","Canada",4.0,5.1,"20000","01","Zimbabwean",1535,,8090,3980,4110
2016,"01","0","Canada",4.0,5.1,"20000","01","Zulu",1536,,950,475,470
2016,"01","0","Canada",4.0,5.1,"20000","01","Southern and East African origins, n.i.e.",1537,146,17305,8445,8865
2016,"01","0","Canada",4.0,5.1,"20000","01","Other African origins",1538,,239560,116400,123165
2016,"01","0","Canada",4.0,5.1,"20000","01","Black, n.o.s.",1539,147,30385,14015,16370
2016,"01","0","Canada",4.0,5.1,"20000","01","Other African origins, n.i.e.",1540,148,212005,103790,108210
2016,"01","0","Canada",4.0,5.1,"20000","01","Asian origins",1541,,6095235,2958120,3137110
2016,"01","0","Canada",4.0,5.1,"20000","01","West Central Asian and Middle Eastern origins",1542,,1011150,518170,492980
2016,"01","0","Canada",4.0,5.1,"20000","01","Afghan",1543,,83995,42320,41675
2016,"01","0","Canada",4.0,5.1,"20000","01","Arab, n.o.s.",1544,149,111400,58930,52470
2016,"01","0","Canada",4.0,5.1,"20000","01","Armenian",1545,,63810,31505,32305
2016,"01","0","Canada",4.0,5.1,"20000","01","Assyrian",1546,,13830,7115,6720
2016,"01","0","Canada",4.0,5.1,"20000","01","Azerbaijani",1547,,6425,3230,3200
2016,"01","0","Canada",4.0,5.1,"20000","01","Georgian",1548,,4775,2430,2345
2016,"01","0","Canada",4.0,5.1,"20000","01","Hazara",1549,,1515,810,705
2016,"01","0","Canada",4.0,5.1,"20000","01","Iranian",1550,,210405,106565,103840
2016,"01","0","Canada",4.0,5.1,"20000","01","Iraqi",1551,,70925,35965,34955
2016,"01","0","Canada",4.0,5.1,"20000","01","Israeli",1552,,28740,15065,13670
2016,"01","0","Canada",4.0,5.1,"20000","01","Jordanian",1553,,14250,7520,6735
2016,"01","0","Canada",4.0,5.1,"20000","01","Kazakh",1554,,3325,1615,1710
2016,"01","0","Canada",4.0,5.1,"20000","01","Kurd",1555,,16315,8805,7510
2016,"01","0","Canada",4.0,5.1,"20000","01","Kuwaiti",1556,,2240,1185,1055
2016,"01","0","Canada",4.0,5.1,"20000","01","Kyrgyz",1557,,1060,510,550
2016,"01","0","Canada",4.0,5.1,"20000","01","Lebanese",1558,,219555,112965,106590
2016,"01","0","Canada",4.0,5.1,"20000","01","Palestinian",1559,,44820,23900,20920
2016,"01","0","Canada",4.0,5.1,"20000","01","Pashtun",1560,,4810,2570,2245
2016,"01","0","Canada",4.0,5.1,"20000","01","Saudi Arabian",1561,,6810,3930,2880
2016,"01","0","Canada",4.0,5.1,"20000","01","Syrian",1562,,77045,38440,38600
2016,"01","0","Canada",4.0,5.1,"20000","01","Tajik",1563,,2905,1405,1500
2016,"01","0","Canada",4.0,5.1,"20000","01","Tatar",1564,,4825,2155,2670
2016,"01","0","Canada",4.0,5.1,"20000","01","Turk",1565,,63955,32855,31095
2016,"01","0","Canada",4.0,5.1,"20000","01","Turkmen",1566,,1045,540,500
2016,"01","0","Canada",4.0,5.1,"20000","01","Uighur",1567,,1555,770,785
2016,"01","0","Canada",4.0,5.1,"20000","01","Uzbek",1568,,3920,1920,2000
2016,"01","0","Canada",4.0,5.1,"20000","01","Yemeni",1569,,6645,3335,3310
2016,"01","0","Canada",4.0,5.1,"20000","01","West Central Asian and Middle Eastern origins, n.i.e.",1570,150,25280,13185,12100
2016,"01","0","Canada",4.0,5.1,"20000","01","South Asian origins",1571,,1963330,993600,969735
2016,"01","0","Canada",4.0,5.1,"20000","01","Bangladeshi",1572,,45940,23645,22300
2016,"01","0","Canada",4.0,5.1,"20000","01","Bengali",1573,,22905,11725,11175
2016,"01","0","Canada",4.0,5.1,"20000","01","Bhutanese",1574,,3605,1765,1835
2016,"01","0","Canada",4.0,5.1,"20000","01","East Indian",1575,,1374710,694990,679725
2016,"01","0","Canada",4.0,5.1,"20000","01","Goan",1576,,6070,2915,3155
2016,"01","0","Canada",4.0,5.1,"20000","01","Gujarati",1577,,8350,4305,4045
2016,"01","0","Canada",4.0,5.1,"20000","01","Kashmiri",1578,,3110,1605,1505
2016,"01","0","Canada",4.0,5.1,"20000","01","Nepali",1579,,17140,8715,8420
2016,"01","0","Canada",4.0,5.1,"20000","01","Pakistani",1580,,215560,110415,105140
2016,"01","0","Canada",4.0,5.1,"20000","01","Punjabi",1581,,118395,61155,57245
2016,"01","0","Canada",4.0,5.1,"20000","01","Sinhalese",1582,,7285,3600,3680
2016,"01","0","Canada",4.0,5.1,"20000","01","Sri Lankan",1583,,152590,75005,77585
2016,"01","0","Canada",4.0,5.1,"20000","01","Tamil",1584,,48670,24845,23825
2016,"01","0","Canada",4.0,5.1,"20000","01","South Asian origins, n.i.e.",1585,151,76405,38815,37590
2016,"01","0","Canada",4.0,5.1,"20000","01","East and Southeast Asian origins",1586,,3163360,1467200,1696155
2016,"01","0","Canada",4.0,5.1,"20000","01","Burmese",1587,,9335,4540,4800
2016,"01","0","Canada",4.0,5.1,"20000","01","Cambodian (Khmer)",1588,,38490,18515,19975
2016,"01","0","Canada",4.0,5.1,"20000","01","Chinese",1589,,1769200,836155,933045
2016,"01","0","Canada",4.0,5.1,"20000","01","Filipino",1590,,837130,369110,468025
2016,"01","0","Canada",4.0,5.1,"20000","01","Hmong",1591,,810,415,385
2016,"01","0","Canada",4.0,5.1,"20000","01","Indonesian",1592,,21390,9950,11440
2016,"01","0","Canada",4.0,5.1,"20000","01","Japanese",1593,,121485,53415,68070
2016,"01","0","Canada",4.0,5.1,"20000","01","Karen",1594,,4510,2270,2240
2016,"01","0","Canada",4.0,5.1,"20000","01","Korean",1595,,198210,93685,104525
2016,"01","0","Canada",4.0,5.1,"20000","01","Laotian",1596,,24575,12190,12390
2016,"01","0","Canada",4.0,5.1,"20000","01","Malaysian",1597,,16920,7740,9185
2016,"01","0","Canada",4.0,5.1,"20000","01","Mongolian",1598,,7480,3560,3920
2016,"01","0","Canada",4.0,5.1,"20000","01","Singaporean",1599,,2845,1330,1525
2016,"01","0","Canada",4.0,5.1,"20000","01","Taiwanese",1600,,36515,16565,19945
2016,"01","0","Canada",4.0,5.1,"20000","01","Thai",1601,,19010,7330,11680
2016,"01","0","Canada",4.0,5.1,"20000","01","Tibetan",1602,,8045,4055,3985
2016,"01","0","Canada",4.0,5.1,"20000","01","Vietnamese",1603,,240615,115930,124680
2016,"01","0","Canada",4.0,5.1,"20000","01","East and Southeast Asian origins, n.i.e.",1604,152,6500,3145,3360
2016,"01","0","Canada",4.0,5.1,"20000","01","Other Asian origins",1605,,22740,11280,11460
2016,"01","0","Canada",4.0,5.1,"20000","01","Other Asian origins, n.i.e.",1606,153,22740,11280,11460
2016,"01","0","Canada",4.0,5.1,"20000","01","Oceania origins",1607,,85465,43035,42435
2016,"01","0","Canada",4.0,5.1,"20000","01","Australian",1608,,42320,21715,20605
2016,"01","0","Canada",4.0,5.1,"20000","01","New Zealander",1609,,15395,8065,7325
2016,"01","0","Canada",4.0,5.1,"20000","01","Pacific Islands origins",1610,,29485,14235,15250
2016,"01","0","Canada",4.0,5.1,"20000","01","Fijian",1611,,19370,9285,10090
2016,"01","0","Canada",4.0,5.1,"20000","01","Hawaiian",1612,,3295,1500,1795
2016,"01","0","Canada",4.0,5.1,"20000","01","Maori",1613,,2500,1305,1190
2016,"01","0","Canada",4.0,5.1,"20000","01","Samoan",1614,,1100,630,475
2016,"01","0","Canada",4.0,5.1,"20000","01","Polynesian, n.o.s.",1615,154,1530,720,810
2016,"01","0","Canada",4.0,5.1,"20000","01","Pacific Islands origins, n.i.e.",1616,155,2335,1150,1190
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Private households by tenure - 25% sample data",1617,156,14072080,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Owner",1618,,9541320,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Renter",1619,,4474530,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Band housing",1620,,56230,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Occupied private dwellings by condominium status - 25% sample data",1621,157,14072080,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Condominium",1622,,1874835,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Not condominium",1623,,12197245,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Occupied private dwellings by number of bedrooms - 25% sample data",1624,158,14072080,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","No bedrooms",1625,,93345,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","1 bedroom",1626,,1925015,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","2 bedrooms",1627,,3547090,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","3 bedrooms",1628,,4836485,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","4 or more bedrooms",1629,,3670145,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Occupied private dwellings by number of rooms - 25% sample data",1630,159,14072080,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","1 to 4 rooms",1631,,4068920,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","5 rooms",1632,,2177045,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","6 rooms",1633,,1981585,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","7 rooms",1634,,1790175,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","8 or more rooms",1635,,4054355,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Average number of rooms per dwelling",1636,,6.2,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Private households by number of persons per room - 25% sample data",1637,160,14072080,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","One person or fewer per room",1638,,13802060,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","More than 1 person per room",1639,,270020,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Private households by housing suitability - 25% sample data",1640,161,14072080,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Suitable",1641,,13376345,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Not suitable",1642,,695730,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Occupied private dwellings by period of construction - 25% sample data",1643,162,14072080,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","1960 or before",1644,,3126385,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","1961 to 1980",1645,,4185510,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","1981 to 1990",1646,,1977635,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","1991 to 2000",1647,,1746395,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","2001 to 2005",1648,,976385,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","2006 to 2010",1649,,1089750,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","2011 to 2016",1650,163,970015,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Occupied private dwellings by dwelling condition - 25% sample data",1651,164,14072080,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Only regular maintenance or minor repairs needed",1652,,13151600,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Major repairs needed",1653,,920480,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Private households by number of household maintainers - 25% sample data",1654,165,14072075,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","1 household maintainer",1655,,8324865,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","2 household maintainers",1656,,5404800,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","3 or more household maintainers",1657,,342415,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Private households by age of primary household maintainers - 25% sample data",1658,166,14072075,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","15 to 24 years",1659,,437230,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","25 to 34 years",1660,,1991685,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","35 to 44 years",1661,,2414920,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","45 to 54 years",1662,,2862870,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","55 to 64 years",1663,,2859315,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","65 to 74 years",1664,,2034220,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","75 to 84 years",1665,,1084700,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","85 years and over",1666,,387135,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Total -  Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",1667,167,13798305,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Spending less than 30% of income on shelter costs",1668,,10472355,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Spending 30% or more of income on shelter costs",1669,,3325950,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","30% to less than 100%",1670,,2861615,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",1671,,9368330,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","% of owner households with a mortgage",1672,168,60.7,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","% of owner households spending 30% or more of its income on shelter costs",1673,169,16.6,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Median monthly shelter costs for owned dwellings ($)",1674,170,1130,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Average monthly shelter costs for owned dwellings ($)",1675,171,1313,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Median value of dwellings ($)",1676,172,341556,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Average value of dwellings ($)",1677,173,443058,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",1678,,4452850,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","% of tenant households in subsidized housing",1679,174,13.0,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","% of tenant households spending 30% or more of its income on shelter costs",1680,175,40.0,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Median monthly shelter costs for rented dwellings ($)",1681,176,910,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Average monthly shelter costs for rented dwellings ($)",1682,177,1002,...,...
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",1683,178,28643015,13990435,14652580
2016,"01","0","Canada",4.0,5.1,"20000","01","No certificate, diploma or degree",1684,,5239575,2667995,2571585
2016,"01","0","Canada",4.0,5.1,"20000","01","Secondary (high) school diploma or equivalency certificate",1685,179,7576400,3686635,3889765
2016,"01","0","Canada",4.0,5.1,"20000","01","Postsecondary certificate, diploma or degree",1686,,15827040,7635810,8191235
2016,"01","0","Canada",4.0,5.1,"20000","01","Apprenticeship or trades certificate or diploma",1687,,2800265,1906610,893650
2016,"01","0","Canada",4.0,5.1,"20000","01","Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",1688,180,1549880,880360,669515
2016,"01","0","Canada",4.0,5.1,"20000","01","Certificate of Apprenticeship or Certificate of Qualification",1689,181,1250385,1026250,224135
2016,"01","0","Canada",4.0,5.1,"20000","01","College, CEGEP or other non-university certificate or diploma",1690,,5553830,2326935,3226885
2016,"01","0","Canada",4.0,5.1,"20000","01","University certificate or diploma below bachelor level",1691,,813335,331940,481390
2016,"01","0","Canada",4.0,5.1,"20000","01","University certificate, diploma or degree at bachelor level or above",1692,,6659620,3070315,3589305
2016,"01","0","Canada",4.0,5.1,"20000","01","Bachelor's degree",1693,,4443840,1967905,2475930
2016,"01","0","Canada",4.0,5.1,"20000","01","University certificate or diploma above bachelor level",1694,,462300,203730,258575
2016,"01","0","Canada",4.0,5.1,"20000","01","Degree in medicine, dentistry, veterinary medicine or optometry",1695,,190925,102530,88395
2016,"01","0","Canada",4.0,5.1,"20000","01","Master's degree",1696,,1331050,651510,679535
2016,"01","0","Canada",4.0,5.1,"20000","01","Earned doctorate",1697,182,231510,144640,86875
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",1698,183,18931385,9268555,9662830
2016,"01","0","Canada",4.0,5.1,"20000","01","No certificate, diploma or degree",1699,,2169790,1200110,969685
2016,"01","0","Canada",4.0,5.1,"20000","01","Secondary (high) school diploma or equivalency certificate",1700,184,4494590,2247020,2247565
2016,"01","0","Canada",4.0,5.1,"20000","01","Postsecondary certificate, diploma or degree",1701,,12267005,5821430,6445580
2016,"01","0","Canada",4.0,5.1,"20000","01","Apprenticeship or trades certificate or diploma",1702,,2042430,1377775,664655
2016,"01","0","Canada",4.0,5.1,"20000","01","Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",1703,185,1145035,639790,505245
2016,"01","0","Canada",4.0,5.1,"20000","01","Certificate of Apprenticeship or Certificate of Qualification",1704,186,897395,737990,159405
2016,"01","0","Canada",4.0,5.1,"20000","01","College, CEGEP or other non-university certificate or diploma",1705,,4241980,1786065,2455920
2016,"01","0","Canada",4.0,5.1,"20000","01","University certificate or diploma below bachelor level",1706,,580885,240040,340855
2016,"01","0","Canada",4.0,5.1,"20000","01","University certificate, diploma or degree at bachelor level or above",1707,,5401705,2417550,2984150
2016,"01","0","Canada",4.0,5.1,"20000","01","Bachelor's degree",1708,,3590085,1562155,2027925
2016,"01","0","Canada",4.0,5.1,"20000","01","University certificate or diploma above bachelor level",1709,,362460,151205,211250
2016,"01","0","Canada",4.0,5.1,"20000","01","Degree in medicine, dentistry, veterinary medicine or optometry",1710,,153290,74440,78855
2016,"01","0","Canada",4.0,5.1,"20000","01","Master's degree",1711,,1120190,527335,592850
2016,"01","0","Canada",4.0,5.1,"20000","01","Earned doctorate",1712,187,175685,102415,73275
2016,"01","0","Canada",4.0,5.1,"20000","01","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data",1713,188,28643020,13990430,14652585
2016,"01","0","Canada",4.0,5.1,"20000","01","No postsecondary certificate, diploma or degree",1714,190,12815975,6354625,6461355
2016,"01","0","Canada",4.0,5.1,"20000","01","Education",1715,,1060095,251290,808800
2016,"01","0","Canada",4.0,5.1,"20000","01","13. Education",1716,,1060090,251290,808805
2016,"01","0","Canada",4.0,5.1,"20000","01","Visual and performing arts, and communications technologies",1717,,596230,268050,328180
2016,"01","0","Canada",4.0,5.1,"20000","01","10. Communications technologies/technicians and support services",1718,,99020,72865,26155
2016,"01","0","Canada",4.0,5.1,"20000","01","50. Visual and performing arts",1719,,497215,195185,302030
2016,"01","0","Canada",4.0,5.1,"20000","01","Humanities",1720,,850835,330490,520345
2016,"01","0","Canada",4.0,5.1,"20000","01","16. Aboriginal and foreign languages, literatures and linguistics",1721,,98000,22100,75905
2016,"01","0","Canada",4.0,5.1,"20000","01","23. English language and literature/letters",1722,,178595,52785,125810
2016,"01","0","Canada",4.0,5.1,"20000","01","24. Liberal arts and sciences, general studies and humanities",1723,,275525,104140,171385
2016,"01","0","Canada",4.0,5.1,"20000","01","30A Interdisciplinary humanities",1724,191,4160,1645,2520
2016,"01","0","Canada",4.0,5.1,"20000","01","38. Philosophy and religious studies",1725,,51930,30185,21750
2016,"01","0","Canada",4.0,5.1,"20000","01","39. Theology and religious vocations",1726,,77490,46285,31200
2016,"01","0","Canada",4.0,5.1,"20000","01","54. History",1727,,111465,59965,51500
2016,"01","0","Canada",4.0,5.1,"20000","01","55. French language and literature/letters",1728,,53680,13395,40285
2016,"01","0","Canada",4.0,5.1,"20000","01","Social and behavioural sciences and law",1729,,1761900,586455,1175445
2016,"01","0","Canada",4.0,5.1,"20000","01","05. Area, ethnic, cultural, gender, and group studies",1730,,24685,5655,19025
2016,"01","0","Canada",4.0,5.1,"20000","01","09. Communication, journalism and related programs",1731,,182275,68030,114245
2016,"01","0","Canada",4.0,5.1,"20000","01","19. Family and consumer sciences/human sciences",1732,,324660,26065,298595
2016,"01","0","Canada",4.0,5.1,"20000","01","22. Legal professions and studies",1733,,289600,102655,186940
2016,"01","0","Canada",4.0,5.1,"20000","01","30B Interdisciplinary social and behavioural sciences",1734,192,35445,8150,27295
2016,"01","0","Canada",4.0,5.1,"20000","01","42. Psychology",1735,,281465,71230,210230
2016,"01","0","Canada",4.0,5.1,"20000","01","45. Social sciences",1736,,623775,304665,319115
2016,"01","0","Canada",4.0,5.1,"20000","01","Business, management and public administration",1737,,3360045,1272480,2087565
2016,"01","0","Canada",4.0,5.1,"20000","01","30.16 Accounting and computer science",1738,,6190,1850,4340
2016,"01","0","Canada",4.0,5.1,"20000","01","44. Public administration and social service professions",1739,,237830,48815,189015
